listing_date,season,address,list_price,original_price,sold_price,house_type,bedrooms,bathrooms,dom,built_year,garage_type,sqft,lot_size,latitude,longitude,neighborhood,region
2025-06-11,Summer,"102 Brentlawn Boulevard , Winnipeg R3T 4Z2
Area:
1S
MLS® #:
202512915
Nghbrhd:
Richmond West
Schl Div:
Pembina Trails (WPG 7)
Linc #:
003R068030800
Gross Tax: $4,576.80
Type:
RD
Liv Area:
124.86 M2/1,344 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,825.11
List Price:
$424,900
Style:
BNG
Lot Front:
18.90 M/62 F
Imprv:
$412.27
Sell Price:
$501,000
Yr Built/Age:
1981/
Lot Dpth:
33.53 M/110 F
Spc Lvy:
Sell Date:
06/02/2025
New Const:
No
Lot Area:
Payout:
DOM:
7
RMA:
6
BDA: 3
TBD: 5
Baths: F2/H0
Legal:
Add Lgl:",424900,,424900.0,RD,3,2.0,7,1981.0,double_attached,1344.0,6821.0,0.0,0.0,Richmond West,Richmond West
2025-06-11,Summer,,999900,,999900.0,RD,3,3.0,8,2015.0,triple_attached,1815.0,43399.0,0.0,0.0,Headingley South,Headingley South
2025-06-11,Summer,"269 Dumoulin Street , Winnipeg R2H 0E5
Area:
2A
MLS® #:
202511631
Nghbrhd:
St Boniface
Schl Div:
Linc #:
006R060966000
Gross Tax: $3,547.77
Type:
RD
Liv Area:
88.07 M2/948 SF
Tax Yr:
25
Status:
Sold
Use:
Year-round
Fin Bsmnt:
Ed Tax:
$1,330.79
List Price:
$339,900
Style:
BNG
Lot Front:
.00 M/ F
Imprv:
Sell Price:
$440,000
Yr Built/Age:
1925/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
8
RMA:
5
BDA: 3
TBD: 3
Baths: F2/H0
Legal:
Add Lgl:",339900,,339900.0,RD,3,2.0,8,1925.0,single_detached,948.0,,0.0,0.0,St Boniface,St Boniface
2025-06-11,Summer,"520 St Jean Baptiste Street , Winnipeg R2H 2X9
Area:
2A
MLS® #:
202513646
Nghbrhd:
St Boniface
Schl Div:
Linc #:
006R070369000
Gross Tax: $5,956.94
Type:
RD
Liv Area:
179.86 M2/1,936 SF
Tax Yr:
25
Status:
Sold
Use:
Year-round
Fin Bsmnt: 65.96 M2/710 SF
Ed Tax:
List Price:
$629,900
Style:
TWO
Lot Front:
15.24 M/50 F
Imprv:
Sell Price:
$650,000
Yr Built/Age:
1993/
Lot Dpth:
35.97 M/118 F
Spc Lvy:
Sell Date:
06/05/2025
New Const:
No
Lot Area:
Payout:
DOM:
6
RMA:
9
BDA: 4
TBD: 4
Baths: F3/H1
Legal:
Add Lgl:",629900,,629900.0,RD,4,3.5,6,1993.0,double_detached,1936.0,5901.0,0.0,0.0,St Boniface,St Boniface
2025-06-11,Summer,"466 Aulneau Street , Winnipeg R2H 0V2
Area:
2A
MLS® #:
202511224
Nghbrhd:
St Boniface
Schl Div:
Linc #:
006R070607000
Gross Tax: $6,784.95
Type:
RD
Liv Area:
242.66 M2/2,612 SF
Tax Yr:
2025
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
List Price:
$499,900
Style:
TWO
Lot Front:
12.19 M/40 F
Imprv:
$.00
Sell Price:
$455,000
Yr Built/Age:
1945/
Lot Dpth:
38.71 M/127 F
Spc Lvy:
Sell Date:
06/01/2025
New Const:
No
Lot Area:
Payout:
DOM:
15
RMA:
11
BDA: 4
TBD: 4
Baths: F3/H1
Legal:
Add Lgl:",499900,,499900.0,RD,4,3.5,15,1945.0,double_detached,2612.0,5079.0,0.0,0.0,St Boniface,St Boniface
2025-06-11,Summer,"1034 Dugald Road , Winnipeg R2J 0H1
Area:
2A
MLS® #:
202512811
Nghbrhd:
St Boniface
Schl Div:
Winnipeg (WPG 1)
Linc #:
006R031165000
Gross Tax: $3,277.79
Type:
RD
Liv Area:
66.43 M2/715 SF
Tax Yr:
2025
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
List Price:
$224,900
Style:
BLEVL
Lot Front:
.00 M/ F
Imprv:
Sell Price:
$223,000
Yr Built/Age:
1954/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
11
RMA:
4
BDA: 2
TBD: 3
Baths: F2/H0
Legal:
Lot:21 Blk:1 Plan:1886
Add Lgl:",224900,,224900.0,RD,2,2.0,11,1954.0,none,715.0,,0.0,0.0,St Boniface,St Boniface
2025-06-11,Summer,"315 Dumoulin Street , Winnipeg R2H 0E7
Area:
2A
MLS® #:
202511225
Nghbrhd:
St Boniface
Schl Div:
Linc #:
006R060455000
Gross Tax: $5,911.06
Type:
RD
Liv Area:
188.59 M2/2,030 SF
Tax Yr:
2025
Status:
Sold
Use:
Year-round
Fin Bsmnt: 24.62 M2/265 SF
Ed Tax:
List Price:
$579,900
Style:
TWO
Lot Front:
12.19 M/40 F
Imprv:
$.00
Sell Price:
$573,000
Yr Built/Age:
1940/
Lot Dpth:
37.19 M/122 F
Spc Lvy:
Sell Date:
05/27/2025
New Const:
No
Lot Area:
Payout:
DOM:
9
RMA:
8
BDA: 4
TBD: 4
Baths: F2/H2
Legal:
Add Lgl:",579900,,579900.0,RD,4,3.0,9,1940.0,double_detached,2030.0,4880.0,0.0,0.0,St Boniface,St Boniface
2025-06-11,Summer,"414 Lariviere Street , Winnipeg R2H 1A4
Area:
2B
MLS® #:
202509028
Nghbrhd:
Norwood
Schl Div:
Louis Riel (WPG 51)
Linc #:
006R080078000
Gross Tax: $4,409.36
Type:
DP
Liv Area:
162.12 M2/1,745 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt:
Ed Tax:
$1,940.96
List Price:
$350,000
Style:
TWO
Lot Front:
Imprv:
$326.35
Sell Price:
$381,000
Yr Built/Age:
1946/Older
Lot Dpth:
Spc Lvy:
Sell Date:
05/28/2025
New Const:
No
Lot Area:
Payout:
DOM:
6
RMA:
9
BDA: 5
TBD: 5
Baths: F2/H0
Legal:
Add Lgl:
LBP 8 29224 81 ST B",350000,,350000.0,DP,5,2.0,6,1946.0,double_detached,1745.0,,0.0,0.0,Norwood,Norwood
2025-06-11,Summer,"82 Hill Street , Winnipeg R2H 2L4
Area:
2B
MLS® #:
202513025
Nghbrhd:
Norwood
Schl Div:
Linc #:
006R081266000
Gross Tax: $3,261.17
Type:
RD
Liv Area:
68.56 M2/738 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,441.25
List Price:
$319,900
Style:
BNG
Lot Front:
10.06 M/33 F
Imprv:
$229.35
Sell Price:
$390,000
Yr Built/Age:
1943/Older
Lot Dpth:
36.58 M/120 F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
8
RMA:
4
BDA: 2
TBD: 3
Baths: F2/H0
Legal:
Add Lgl:",319900,,319900.0,RD,2,2.0,8,1943.0,single_detached,738.0,3961.0,0.0,0.0,Norwood,Norwood
2025-06-11,Summer,"567 Deniset Street , Winnipeg R2J 0P2
Area:
2B
MLS® #:
202510909
Nghbrhd:
Norwood
Schl Div:
Winnipeg (WPG 1)
Linc #:
006R031114000
Gross Tax: $3,619.65
Type:
RD
Liv Area:
76.74 M2/826 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: 69.68 M2/750 SF
Ed Tax:
$1,588.54
List Price:
$369,900
Style:
BNG
Lot Front:
.00 M/ F
Imprv:
$278.00
Sell Price:
$385,000
Yr Built/Age:
1955/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
05/27/2025
New Const:
No
Lot Area:
Payout:
DOM:
7
RMA:
4
BDA: 2
TBD: 3
Baths: F2/H0
Legal:
Add Lgl:",369900,,369900.0,RD,2,2.0,7,1955.0,double_detached,826.0,,0.0,0.0,Norwood,Norwood
2025-06-11,Summer,"38 Glen Avenue , Winnipeg R2M 1V5
Area:
2C
MLS® #:
202513303
Nghbrhd:
St Vital
Schl Div:
Linc #:
008R002110000
Gross Tax: $3,681.19
Type:
RD
Liv Area:
87.98 M2/947 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,551.71
List Price:
$399,900
Style:
BNG
Lot Front:
18.29 M/60 F
Imprv:
$417.00
Sell Price:
$515,000
Yr Built/Age:
1947/Older
Lot Dpth:
41.15 M/135 F
Spc Lvy:
Sell Date:
06/04/2025
New Const:
No
Lot Area:
752.51 M2/8,100 SF
Payout:
DOM:
8
RMA:
5
BDA: 2
TBD: 2
Baths: F2/H0
Legal:
Add Lgl:",399900,,399900.0,RD,2,2.0,8,1947.0,none,947.0,8100.0,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"690 River Road , Winnipeg R2M 5A4
Area:
2C
MLS® #:
202512727
Nghbrhd:
St Vital
Schl Div:
Louis Riel (WPG 51)
Linc #:
008R005552000
Gross Tax: $5,107.03
Type:
RD
Liv Area:
206.24 M2/2,220 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$2,246.04
List Price:
$524,900
Style:
TWO
Lot Front:
16.76 M/55 F
Imprv:
$382.25
Sell Price:
$605,000
Yr Built/Age:
1977/Older
Lot Dpth:
30.48 M/100 F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
8
RMA:
7
BDA: 4
TBD: 4
Baths: F2/H1
Legal:
Add Lgl:",524900,,524900.0,RD,4,2.5,8,1977.0,single_attached,2220.0,5499.0,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"19 Mager Drive W, Winnipeg R2M 0R9
Area:
2C
MLS® #:
202512813
Nghbrhd:
Elm Park
Schl Div:
Louis Riel (WPG 51)
Linc #:
008R000503000
Gross Tax: $6,532.87
Type:
RD
Liv Area:
236.72 M2/2,548 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$2,940.37
List Price:
$799,900
Style:
SP4L
Lot Front:
15.24 M/50 F
Imprv:
$347.50
Sell Price:
$799,900
Yr Built/Age:
1941/
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/02/2025
New Const:
No
Lot Area:
Payout:
DOM:
10
RMA:
8
BDA: 3
TBD: 3
Baths: F2/H1
Legal:
Add Lgl:
LBP 17 1862 107/109 ST B",799900,,799900.0,RD,3,2.5,10,1941.0,single_attached,2548.0,,0.0,0.0,Elm Park,Elm Park
2025-06-11,Summer,"26 St Vital Road , Winnipeg R2M 1Z3
Area:
2C
MLS® #:
202510333
Nghbrhd:
Norberry
Schl Div:
Louis Riel (WPG 51)
Linc #:
008R003709600
Gross Tax: $2,530.88
Type:
RD
Liv Area:
57.97 M2/624 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
List Price:
$159,900
Style:
BNG
Lot Front:
10.06 M/33 F
Imprv:
$229.35
Sell Price:
$150,000
Yr Built/Age:
1956/Older
Lot Dpth:
27.13 M/89 F
Spc Lvy:
Sell Date:
06/02/2025
New Const:
No
Lot Area:
273.23 M2/2,941 SF
Payout:
DOM:
26
RMA:
4
BDA: 1
TBD: 1
Baths: F0/H0
Legal:
Add Lgl:",159900,,159900.0,RD,1,0.0,26,1956.0,single_detached,624.0,2941.0,0.0,0.0,Norberry,Norberry
2025-06-11,Summer,"93 Vivian Avenue , Winnipeg R2M 0E6
Area:
2D
MLS® #:
202513383
Nghbrhd:
St Vital
Schl Div:
Linc #:
008R000237100
Gross Tax: $3,249.83
Type:
SA
Liv Area:
111.48 M2/1,200 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,462.29
List Price:
$299,900
Style:
TWO
Lot Front:
7.62 M/25 F
Imprv:
$173.75
Sell Price:
$310,000
Yr Built/Age:
1977/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/09/2025
New Const:
No
Lot Area:
237.27 M2/2,554 SF
Payout:
DOM:
10
RMA:
5
BDA: 3
TBD: 3
Baths: F1/H1
Legal:
Add Lgl:
LBP 21 4 1007 105 ST B",299900,,299900.0,SA,3,1.5,10,1977.0,none,1200.0,2554.0,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"94 Stranmillis Avenue , Winnipeg R2M 0K1
Area:
2D
MLS® #:
202512909
Nghbrhd:
St Vital
Schl Div:
Louis Riel (WPG 51)
Linc #:
008R000620500
Gross Tax: $4,272.00
Type:
RD
Liv Area:
94.30 M2/1,015 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,757.00
List Price:
$325,000
Style:
BNG
Lot Front:
.00 M/ F
Imprv:
Sell Price:
$375,000
Yr Built/Age:
1931/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/02/2025
New Const:
No
Lot Area:
Payout:
DOM:
9
RMA:
5
BDA: 2
TBD: 4
Baths: F2/H0
Legal:
Add Lgl:",325000,,325000.0,RD,2,2.0,9,1931.0,single_attached,1015.0,,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"60 Kingswood Avenue , Winnipeg R2R 0E6
Area:
2D
MLS® #:
202510283
Nghbrhd:
St Vital
Schl Div:
Linc #:
008R001837500
Gross Tax: $3,921.52
Type:
RD
Liv Area:
77.30 M2/832 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: 65.03 M2/700 SF
Ed Tax:
$1,699.00
List Price:
$330,000
Style:
BNG
Lot Front:
15.24 M/50 F
Imprv:
$347.50
Sell Price:
$330,000
Yr Built/Age:
1951/
Lot Dpth:
31.09 M/102 F
Spc Lvy:
Sell Date:
06/06/2025
New Const:
No
Lot Area:
Payout:
DOM:
28
RMA:
4
BDA: 2
TBD: 2
Baths: F2/H0
Legal:
Add Lgl:",330000,,330000.0,RD,2,2.0,28,1951.0,single_detached,832.0,5100.0,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"18 Egerton Road , Winnipeg R2M 2V5
Area:
2D
MLS® #:
202511625
Nghbrhd:
St Vital
Schl Div:
Winnipeg (WPG 1)
Linc #:
008R000171500
Gross Tax: $5,981.12
Type:
RD
Liv Area:
187.57 M2/2,019 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$2,666.85
List Price:
$649,900
Style:
TWO
Lot Front:
16.15 M/53 F
Imprv:
$371.13
Sell Price:
$726,000
Yr Built/Age:
2007/
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
9
RMA:
8
BDA: 3
TBD: 3
Baths: F2/H0
Legal:
Add Lgl:",649900,,649900.0,RD,3,2.0,9,2007.0,double_attached,2019.0,,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"28 St Elmo Road , Winnipeg R2M 3H3
Area:
2D
MLS® #:
202512965
Nghbrhd:
St Vital
Schl Div:
Louis Riel (WPG 51)
Linc #:
008R002001000
Gross Tax: $3,235.00
Type:
RD
Liv Area:
62.43 M2/672 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,372.00
List Price:
$279,900
Style:
BNG
Lot Front:
15.24 M/50 F
Imprv:
$347.00
Sell Price:
$335,000
Yr Built/Age:
1949/Older
Lot Dpth:
36.58 M/120 F
Spc Lvy:
Sell Date:
06/02/2025
New Const:
No
Lot Area:
557.42 M2/6,000 SF
Payout:
DOM:
7
RMA:
4
BDA: 2
TBD: 2
Baths: F1/H0
Legal:
Add Lgl:",279900,,279900.0,RD,2,1.0,7,1949.0,single_detached,672.0,6000.0,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"125 Dunraven Avenue , Winnipeg R2M 0H5
Area:
2D
MLS® #:
202500025
Nghbrhd:
St Vital
Schl Div:
Winnipeg (WPG 1)
Linc #:
008R000399000
Gross Tax: $3,688.59
Type:
RD
Liv Area:
71.63 M2/771 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,425.47
List Price:
$299,900
Style:
BNG
Lot Front:
14.33 M/47 F
Imprv:
$689.96
Sell Price:
$357,000
Yr Built/Age:
1949/Older
Lot Dpth:
31.09 M/102 F
Spc Lvy:
Sell Date:
06/02/2025
New Const:
No
Lot Area:
Payout:
DOM:
11
RMA:
4
BDA: 2
TBD: 2
Baths: F1/H0
Legal:
Add Lgl:
LBP 80 21686 106 ST B",299900,,299900.0,RD,2,1.0,11,1949.0,none,771.0,4796.0,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"153 Vista Avenue , Winnipeg R2M 4Y6
Area:
2E
MLS® #:
202508528
Nghbrhd:
St Vital
Schl Div:
Linc #:
008R006757700
Gross Tax: $3,934.14
Type:
RD
Liv Area:
85.84 M2/924 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,688.48
List Price:
$299,900
Style:
BLEVL
Lot Front:
16.76 M/55 F
Imprv:
$382.25
Sell Price:
$367,000
Yr Built/Age:
1975/Older
Lot Dpth:
31.09 M/102 F
Spc Lvy:
Sell Date:
06/09/2025
New Const:
No
Lot Area:
525.92 M2/5,661 SF
Payout:
DOM:
7
RMA:
5
BDA: 2
TBD: 4
Baths: F1/H1
Legal:
Add Lgl:
LBP 8 1 12030 57/8 ST V",299900,,299900.0,RD,2,1.5,7,1975.0,none,924.0,5661.0,0.0,0.0,St Vital,St Vital
2025-06-11,Summer,"46 Woodydell Avenue , Winnipeg R2M 2T9
Area:
2E
MLS® #:
202511663
Nghbrhd:
Meadowood
Schl Div:
Linc #:
008R005100600
Gross Tax: $3,755.54
Type:
RD
Liv Area:
96.06 M2/1,034 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,620.10
List Price:
$289,000
Style:
BNG
Lot Front:
15.24 M/50 F
Imprv:
Sell Price:
$331,000
Yr Built/Age:
1972/Older
Lot Dpth:
35.97 M/118 F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
12
RMA:
4
BDA: 3
TBD: 4
Baths: F1/H0
Legal:
Lot:11 Blk:5 Plan:1961
Add Lgl:
LBP 11 5 1961 53/6 ST V",289000,,289000.0,RD,3,1.0,12,1972.0,double_detached,1034.0,5901.0,0.0,0.0,Meadowood,Meadowood
2025-06-11,Summer,"45 Sandale Drive , Winnipeg R2N 1A1
Area:
2F
MLS® #:
202511534
Nghbrhd:
South Glen
Schl Div:
Louis Riel (WPG 51)
Linc #:
8959000149121
Gross Tax: $.00
Type:
MH
Liv Area:
136.75 M2/1,472 SF
Tax Yr:
2025
Status:
Sold
Use:
Year-round
Fin Bsmnt:
Ed Tax:
List Price:
$259,900
Style:
BNG
Lot Front:
Imprv:
Sell Price:
$260,000
Yr Built/Age:
2016/Older
Lot Dpth:
Spc Lvy:
Sell Date:
06/01/2025
New Const:
No
Lot Area:
Payout:
DOM:
6
RMA:
8
BDA: 3
TBD: 3
Baths: F2/H0
Legal:
Add Lgl:
Moduline Industries :see remarks",259900,,259900.0,MH,3,2.0,6,2016.0,none,1472.0,,0.0,0.0,South Glen,South Glen
2025-06-11,Summer,"26 Thornewood Avenue , Winnipeg R2N 1K5
Area:
2F
MLS® #:
202511465
Nghbrhd:
River Park South
Schl Div:
Winnipeg (WPG 1)
Linc #:
008R007338000
Gross Tax: $4,698.90
Type:
RD
Liv Area:
112.97 M2/1,216 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$2,061.94
List Price:
$489,900
Style:
BNG
Lot Front:
15.85 M/52 F
Imprv:
$361.40
Sell Price:
$480,000
Yr Built/Age:
1981/Older
Lot Dpth:
36.58 M/120 F
Spc Lvy:
Sell Date:
06/01/2025
New Const:
No
Lot Area:
Payout:
DOM:
12
RMA:
6
BDA: 2
TBD: 3
Baths: F2/H1
Legal:
Add Lgl:",489900,,489900.0,RD,2,2.5,12,1981.0,single_attached,1216.0,6241.0,0.0,0.0,River Park South,River Park South
2025-06-11,Summer,"6 Hochman Avenue , Winnipeg R2N 3Y5
Area:
2F
MLS® #:
202511394
Nghbrhd:
River Park South
Schl Div:
Linc #:
008R008280300
Gross Tax: $5,190.88
Type:
RD
Liv Area:
149.76 M2/1,612 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
List Price:
$499,900
Style:
TWO
Lot Front:
12.19 M/40 F
Imprv:
$278.00
Sell Price:
$521,000
Yr Built/Age:
1996/Older
Lot Dpth:
Spc Lvy:
Sell Date:
06/01/2025
New Const:
No
Lot Area:
Payout:
DOM:
12
RMA:
7
BDA: 3
TBD: 4
Baths: F3/H1
Legal:
Add Lgl:",499900,,499900.0,RD,3,3.5,12,1996.0,double_attached,1612.0,,0.0,0.0,River Park South,River Park South
2025-06-11,Summer,"31 Coleman Cove , Winnipeg R2N 4H3
Area:
2F
MLS® #:
202512789
Nghbrhd:
River Park South
Schl Div:
Linc #:
008R008347700
Gross Tax: $5,074.78
Type:
RD
Liv Area:
136.01 M2/1,464 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: 130.06 M2/1,400 SF
Ed Tax:
$2,272.34
List Price:
$579,900
Style:
CBOVR
Lot Front:
12.80 M/42 F
Imprv:
$294.00
Sell Price:
$592,000
Yr Built/Age:
1998/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
13
RMA:
7
BDA: 3
TBD: 5
Baths: F3/H0
Legal:
Add Lgl:",579900,,579900.0,RD,3,3.0,13,1998.0,double_attached,1464.0,,0.0,0.0,River Park South,River Park South
2025-06-11,Summer,"130 Kingsclear Drive , Winnipeg R2N 0K4
Area:
2F
MLS® #:
202513031
Nghbrhd:
River Park South
Schl Div:
Louis Riel (WPG 51)
Linc #:
008R081222605
Gross Tax: $5,287.91
Type:
RD
Liv Area:
137.03 M2/1,475 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$2,361.76
List Price:
$599,900
Style:
BNG
Lot Front:
.00 M/ F
Imprv:
$319.70
Sell Price:
$600,000
Yr Built/Age:
2018/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
8
RMA:
6
BDA: 3
TBD: 5
Baths: F3/H0
Legal:
Add Lgl:",599900,,599900.0,RD,3,3.0,8,2018.0,double_attached,1475.0,,0.0,0.0,River Park South,River Park South
2025-06-11,Summer,"522 Paddington Road , Winnipeg R2N 2T3
Area:
2F
MLS® #:
202510345
Nghbrhd:
River Park South
Schl Div:
Linc #:
008R007902600
Gross Tax: $4,097.56
Type:
RD
Liv Area:
121.42 M2/1,307 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,825.24
List Price:
$429,900
Style:
TWO
Lot Front:
11.28 M/37 F
Imprv:
$257.98
Sell Price:
$415,000
Yr Built/Age:
1985/Older
Lot Dpth:
33.22 M/109 F
Spc Lvy:
Sell Date:
05/28/2025
New Const:
No
Lot Area:
Payout:
DOM:
14
RMA:
6
BDA: 3
TBD: 3
Baths: F2/H1
Legal:
Add Lgl:",429900,,429900.0,RD,3,2.5,14,1985.0,double_detached,1307.0,4033.0,0.0,0.0,River Park South,River Park South
2025-06-11,Summer,"3 Sachet Place , Winnipeg R2N 3L6
Area:
2F
MLS® #:
202512956
Nghbrhd:
River Park South
Schl Div:
Winnipeg (WPG 1)
Linc #:
008R008090500
Gross Tax: $4,492.26
Type:
RD
Liv Area:
96.99 M2/1,044 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$1,967.26
List Price:
$439,900
Style:
SP3L
Lot Front:
Imprv:
Sell Price:
$535,000
Yr Built/Age:
1986/Older
Lot Dpth:
Spc Lvy:
Sell Date:
06/04/2025
New Const:
Yes
Lot Area:
Payout:
DOM:
10
RMA:
5
BDA: 2
TBD: 3
Baths: F2/H0
Legal:
Add Lgl:",439900,,439900.0,RD,2,2.0,10,1986.0,single_attached,1044.0,,0.0,0.0,River Park South,River Park South
2025-06-11,Summer,"12 Abbotsfield Drive , Winnipeg R2N 3Y2
Area:
2F
MLS® #:
202509673
Nghbrhd:
River Park South
Schl Div:
Linc #:
008R008331600
Gross Tax: $4,467.51
Type:
RD
Liv Area:
117.80 M2/1,268 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$2,151.36
List Price:
$529,900
Style:
BNG
Lot Front:
12.80 M/42 F
Imprv:
Sell Price:
$518,000
Yr Built/Age:
1994/Older
Lot Dpth:
33.83 M/111 F
Spc Lvy:
Sell Date:
05/30/2025
New Const:
No
Lot Area:
Payout:
DOM:
25
RMA:
6
BDA: 3
TBD: 3
Baths: F2/H0
Legal:
Add Lgl:",529900,,529900.0,RD,3,2.0,25,1994.0,double_attached,1268.0,4661.0,0.0,0.0,River Park South,River Park South
2025-06-11,Summer,"38 Miner Cove , Winnipeg R2N 0B4
Area:
2F
MLS® #:
202512927
Nghbrhd:
River Park South
Schl Div:
Linc #:
008R021096700
Gross Tax: $5,435.12
Type:
RD
Liv Area:
186.92 M2/2,012 SF
Tax Yr:
24
Status:
Sold
Use:
Year-round
Fin Bsmnt: .00 M2/ SF
Ed Tax:
$2,440.66
List Price:
$619,900
Style:
TWO
Lot Front:
.00 M/ F
Imprv:
Sell Price:
$675,000
Yr Built/Age:
2008/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/02/2025
New Const:
No
Lot Area:
Payout:
DOM:
7
RMA:
8
BDA: 3
TBD: 4
Baths: F3/H1
Legal:
Add Lgl:",619900,,619900.0,RD,3,3.5,7,2008.0,double_attached,2012.0,,0.0,0.0,River Park South,River Park South
2025-06-11,Summer,"22 Faraway Lane , Winnipeg R2N 0C3
Area:
2F
MLS® #:
202513151
Nghbrhd:
River Park South
Schl Div:
Louis Riel (WPG 51)
Linc #:
008R021102400
Gross Tax: $5,533.90
Type:
RD
Liv Area:
132.20 M2/1,423 SF
Tax Yr:
2024
Status:
Sold
Use:
Year-round
Fin Bsmnt: 104.05 M2/1,120 SF
Ed Tax:
$2,498.52
List Price:
$579,900
Style:
BNG
Lot Front:
12.19 M/40 F
Imprv:
Sell Price:
$625,000
Yr Built/Age:
2008/Older
Lot Dpth:
.00 M/ F
Spc Lvy:
Sell Date:
06/03/2025
New Const:
No
Lot Area:
Payout:
DOM:
7
RMA:
5
BDA: 2
TBD: 3
Baths: F3/H0
Legal:
Add Lgl:",579900,,579900.0,RD,2,3.0,7,2008.0,double_attached,1423.0,,0.0,0.0,River Park South,River Park South
